SplitRatio,LearningRate,Epochs,Accuracy
0.6,0.500,300,97.50
0.6,0.500,300,92.50
0.6,0.500,300,97.50
0.6,0.500,300,70.00
0.6,0.500,300,97.50
0.6,0.500,300,92.50
0.6,0.500,300,97.50
0.6,0.500,300,97.50
0.6,0.500,300,97.50
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,20,50.00
0.6,0.200,50,75.00
0.6,0.200,50,67.50
0.6,0.200,50,67.50
0.6,0.200,50,82.50
0.6,0.200,50,67.50
0.6,0.200,50,67.50
0.6,0.200,50,75.00
0.6,0.200,50,55.00
0.6,0.200,50,67.50
0.6,0.200,50,55.00
0.6,0.200,80,97.50
0.6,0.200,80,97.50
0.6,0.200,80,100.00
0.6,0.200,80,97.50
0.6,0.200,80,100.00
0.6,0.200,80,100.00
0.6,0.200,80,92.50
0.6,0.200,80,100.00
0.6,0.200,80,97.50
0.6,0.200,80,97.50
0.6,0.200,100,100.00
0.6,0.200,100,97.50
0.6,0.200,100,100.00
0.6,0.200,100,97.50
0.6,0.200,100,100.00
0.6,0.200,100,55.00
0.6,0.200,100,97.50
0.6,0.200,100,95.00
0.6,0.200,100,100.00
0.6,0.200,100,97.50
0.6,0.200,120,100.00
0.6,0.200,120,100.00
0.6,0.200,120,100.00
0.6,0.200,120,100.00
0.6,0.200,120,97.50
0.6,0.200,120,100.00
0.6,0.200,120,97.50
0.6,0.200,120,100.00
0.6,0.200,120,100.00
0.6,0.200,120,97.50
0.6,0.200,150,77.50
0.6,0.200,150,67.50
0.6,0.200,150,57.50
0.6,0.200,150,72.50
0.6,0.200,150,97.50
0.6,0.200,150,67.50
0.6,0.200,150,97.50
0.6,0.200,150,97.50
0.6,0.200,150,65.00
0.6,0.200,150,65.00
0.6,0.200,200,92.50
0.6,0.200,200,92.50
0.6,0.200,200,80.00
0.6,0.200,200,92.50
0.6,0.200,200,67.50
0.6,0.200,200,62.50
0.6,0.200,200,100.00
0.6,0.200,200,82.50
0.6,0.200,200,90.00
0.6,0.200,200,95.00
0.6,0.200,300,100.00
0.6,0.200,300,90.00
0.6,0.200,300,92.50
0.6,0.200,300,97.50
0.6,0.200,300,92.50
0.6,0.200,300,97.50
0.6,0.200,300,92.50
0.6,0.200,300,92.50
0.6,0.200,300,92.50
0.6,0.200,300,92.50
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,20,50.00
0.6,0.100,50,75.00
0.6,0.100,50,55.00
0.6,0.100,50,72.50
0.6,0.100,50,75.00
0.6,0.100,50,82.50
0.6,0.100,50,67.50
0.6,0.100,50,67.50
0.6,0.100,50,75.00
0.6,0.100,50,67.50
0.6,0.100,50,67.50
0.6,0.100,80,97.50
0.6,0.100,80,100.00
0.6,0.100,80,97.50
0.6,0.100,80,55.00
0.6,0.100,80,97.50
0.6,0.100,80,97.50
0.6,0.100,80,97.50
0.6,0.100,80,100.00
0.6,0.100,80,100.00
0.6,0.100,80,100.00
0.6,0.100,100,55.00
0.6,0.100,100,95.00
0.6,0.100,100,100.00
0.6,0.100,100,95.00
0.6,0.100,100,97.50
0.6,0.100,100,95.00
0.6,0.100,100,55.00
0.6,0.100,100,97.50
0.6,0.100,100,100.00
0.6,0.100,100,100.00
0.6,0.100,120,70.00
0.6,0.100,120,100.00
0.6,0.100,120,97.50
0.6,0.100,120,95.00
0.6,0.100,120,55.00
0.6,0.100,120,100.00
0.6,0.100,120,100.00
0.6,0.100,120,97.50
0.6,0.100,120,100.00
0.6,0.100,120,97.50
0.6,0.100,150,97.50
0.6,0.100,150,85.00
0.6,0.100,150,97.50
0.6,0.100,150,87.50
0.6,0.100,150,75.00
0.6,0.100,150,75.00
0.6,0.100,150,72.50
0.6,0.100,150,97.50
0.6,0.100,150,97.50
0.6,0.100,150,100.00
0.6,0.100,200,90.00
0.6,0.100,200,87.50
0.6,0.100,200,92.50
0.6,0.100,200,95.00
0.6,0.100,200,87.50
0.6,0.100,200,92.50
0.6,0.100,200,90.00
0.6,0.100,200,90.00
0.6,0.100,200,80.00
0.6,0.100,200,92.50
0.6,0.100,300,97.50
0.6,0.100,300,97.50
0.6,0.100,300,70.00
0.6,0.100,300,92.50
0.6,0.100,300,92.50
0.6,0.100,300,85.00
0.6,0.100,300,97.50
0.6,0.100,300,100.00
0.6,0.100,300,92.50
0.6,0.100,300,97.50
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,20,50.00
0.6,0.080,50,67.50
0.6,0.080,50,75.00
0.6,0.080,50,67.50
0.6,0.080,50,72.50
0.6,0.080,50,75.00
0.6,0.080,50,67.50
0.6,0.080,50,72.50
0.6,0.080,50,55.00
0.6,0.080,50,62.50
0.6,0.080,50,82.50
0.6,0.080,80,57.50
0.6,0.080,80,100.00
0.6,0.080,80,100.00
0.6,0.080,80,97.50
0.6,0.080,80,100.00
0.6,0.080,80,97.50
0.6,0.080,80,52.50
0.6,0.080,80,57.50
0.6,0.080,80,97.50
0.6,0.080,80,97.50
0.6,0.080,100,100.00
0.6,0.080,100,100.00
0.6,0.080,100,100.00
0.6,0.080,100,97.50
0.6,0.080,100,97.50
0.6,0.080,100,97.50
0.6,0.080,100,95.00
0.6,0.080,100,95.00
0.6,0.080,100,95.00
0.6,0.080,100,95.00
0.6,0.080,120,100.00
0.6,0.080,120,97.50
0.6,0.080,120,97.50
0.6,0.080,120,100.00
0.6,0.080,120,95.00
0.6,0.080,120,97.50
0.6,0.080,120,97.50
0.6,0.080,120,100.00
0.6,0.080,120,100.00
0.6,0.080,120,77.50
0.6,0.080,150,97.50
0.6,0.080,150,90.00
0.6,0.080,150,57.50
0.6,0.080,150,100.00
0.6,0.080,150,92.50
0.6,0.080,150,90.00
0.6,0.080,150,97.50
0.6,0.080,150,97.50
0.6,0.080,150,57.50
0.6,0.080,150,72.50
0.6,0.080,200,95.00
0.6,0.080,200,90.00
0.6,0.080,200,95.00
0.6,0.080,200,95.00
0.6,0.080,200,80.00
0.6,0.080,200,90.00
0.6,0.080,200,95.00
0.6,0.080,200,100.00
0.6,0.080,200,80.00
0.6,0.080,200,85.00
0.6,0.080,300,92.50
0.6,0.080,300,92.50
0.6,0.080,300,92.50
0.6,0.080,300,100.00
0.6,0.080,300,92.50
0.6,0.080,300,90.00
0.6,0.080,300,87.50
0.6,0.080,300,92.50
0.6,0.080,300,97.50
0.6,0.080,300,92.50
0.6,0.050,20,55.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,20,55.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,20,50.00
0.6,0.050,50,70.00
0.6,0.050,50,67.50
0.6,0.050,50,82.50
0.6,0.050,50,50.00
0.6,0.050,50,55.00
0.6,0.050,50,55.00
0.6,0.050,50,82.50
0.6,0.050,50,75.00
0.6,0.050,50,75.00
0.6,0.050,50,55.00
0.6,0.050,80,100.00
0.6,0.050,80,100.00
0.6,0.050,80,100.00
0.6,0.050,80,55.00
0.6,0.050,80,97.50
0.6,0.050,80,95.00
0.6,0.050,80,55.00
0.6,0.050,80,97.50
0.6,0.050,80,100.00
0.6,0.050,80,97.50
0.6,0.050,100,100.00
0.6,0.050,100,80.00
0.6,0.050,100,57.50
0.6,0.050,100,97.50
0.6,0.050,100,97.50
0.6,0.050,100,100.00
0.6,0.050,100,97.50
0.6,0.050,100,95.00
0.6,0.050,100,60.00
0.6,0.050,100,97.50
0.6,0.050,120,70.00
0.6,0.050,120,97.50
0.6,0.050,120,100.00
0.6,0.050,120,100.00
0.6,0.050,120,100.00
0.6,0.050,120,97.50
0.6,0.050,120,100.00
0.6,0.050,120,67.50
0.6,0.050,120,97.50
0.6,0.050,120,97.50
0.6,0.050,150,97.50
0.6,0.050,150,100.00
0.6,0.050,150,65.00
0.6,0.050,150,87.50
0.6,0.050,150,87.50
0.6,0.050,150,75.00
0.6,0.050,150,100.00
0.6,0.050,150,75.00
0.6,0.050,150,80.00
0.6,0.050,150,62.50
0.6,0.050,200,97.50
0.6,0.050,200,80.00
0.6,0.050,200,92.50
0.6,0.050,200,90.00
0.6,0.050,200,80.00
0.6,0.050,200,80.00
0.6,0.050,200,92.50
0.6,0.050,200,87.50
0.6,0.050,200,80.00
0.6,0.050,200,92.50
0.6,0.050,300,87.50
0.6,0.050,300,92.50
0.6,0.050,300,95.00
0.6,0.050,300,100.00
0.6,0.050,300,92.50
0.6,0.050,300,92.50
0.6,0.050,300,97.50
0.6,0.050,300,92.50
0.6,0.050,300,97.50
0.6,0.050,300,97.50
0.6,0.020,20,52.50
0.6,0.020,20,50.00
0.6,0.020,20,50.00
0.6,0.020,20,50.00
0.6,0.020,20,50.00
0.6,0.020,20,72.50
0.6,0.020,20,50.00
0.6,0.020,20,80.00
0.6,0.020,20,55.00
0.6,0.020,20,50.00
0.6,0.020,50,75.00
0.6,0.020,50,72.50
0.6,0.020,50,55.00
0.6,0.020,50,55.00
0.6,0.020,50,67.50
0.6,0.020,50,75.00
0.6,0.020,50,65.00
0.6,0.020,50,72.50
0.6,0.020,50,77.50
0.6,0.020,50,70.00
0.6,0.020,80,100.00
0.6,0.020,80,60.00
0.6,0.020,80,97.50
0.6,0.020,80,55.00
0.6,0.020,80,97.50
0.6,0.020,80,97.50
0.6,0.020,80,57.50
0.6,0.020,80,75.00
0.6,0.020,80,55.00
0.6,0.020,80,57.50
0.6,0.020,100,70.00
0.6,0.020,100,100.00
0.6,0.020,100,100.00
0.6,0.020,100,100.00
0.6,0.020,100,57.50
0.6,0.020,100,97.50
0.6,0.020,100,55.00
0.6,0.020,100,100.00
0.6,0.020,100,97.50
0.6,0.020,100,100.00
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,120,95.00
0.6,0.020,120,97.50
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,120,100.00
0.6,0.020,150,57.50
0.6,0.020,150,100.00
0.6,0.020,150,97.50
0.6,0.020,150,70.00
0.6,0.020,150,100.00
0.6,0.020,150,67.50
0.6,0.020,150,87.50
0.6,0.020,150,70.00
0.6,0.020,150,92.50
0.6,0.020,150,87.50
0.6,0.020,200,80.00
0.6,0.020,200,80.00
0.6,0.020,200,95.00
0.6,0.020,200,82.50
0.6,0.020,200,92.50
0.6,0.020,200,92.50
0.6,0.020,200,92.50
0.6,0.020,200,95.00
0.6,0.020,200,100.00
0.6,0.020,200,97.50
0.6,0.020,300,97.50
0.6,0.020,300,95.00
0.6,0.020,300,92.50
0.6,0.020,300,92.50
0.6,0.020,300,92.50
0.6,0.020,300,92.50
0.6,0.020,300,97.50
0.6,0.020,300,92.50
0.6,0.020,300,97.50
0.6,0.020,300,70.00
0.6,0.010,20,57.50
0.6,0.010,20,50.00
0.6,0.010,20,50.00
0.6,0.010,20,55.00
0.6,0.010,20,60.00
0.6,0.010,20,57.50
0.6,0.010,20,50.00
0.6,0.010,20,72.50
0.6,0.010,20,62.50
0.6,0.010,20,77.50
0.6,0.010,50,65.00
0.6,0.010,50,82.50
0.6,0.010,50,55.00
0.6,0.010,50,75.00
0.6,0.010,50,50.00
0.6,0.010,50,90.00
0.6,0.010,50,62.50
0.6,0.010,50,80.00
0.6,0.010,50,60.00
0.6,0.010,50,97.50
0.6,0.010,80,57.50
0.6,0.010,80,90.00
0.6,0.010,80,92.50
0.6,0.010,80,55.00
0.6,0.010,80,95.00
0.6,0.010,80,97.50
0.6,0.010,80,77.50
0.6,0.010,80,97.50
0.6,0.010,80,57.50
0.6,0.010,80,60.00
0.6,0.010,100,100.00
0.6,0.010,100,80.00
0.6,0.010,100,100.00
0.6,0.010,100,97.50
0.6,0.010,100,67.50
0.6,0.010,100,62.50
0.6,0.010,100,55.00
0.6,0.010,100,55.00
0.6,0.010,100,65.00
0.6,0.010,100,52.50
0.6,0.010,120,97.50
0.6,0.010,120,67.50
0.6,0.010,120,100.00
0.6,0.010,120,100.00
0.6,0.010,120,100.00
0.6,0.010,120,57.50
0.6,0.010,120,92.50
0.6,0.010,120,100.00
0.6,0.010,120,92.50
0.6,0.010,120,90.00
0.6,0.010,150,82.50
0.6,0.010,150,60.00
0.6,0.010,150,92.50
0.6,0.010,150,85.00
0.6,0.010,150,97.50
0.6,0.010,150,62.50
0.6,0.010,150,80.00
0.6,0.010,150,100.00
0.6,0.010,150,85.00
0.6,0.010,150,75.00
0.6,0.010,200,85.00
0.6,0.010,200,95.00
0.6,0.010,200,92.50
0.6,0.010,200,95.00
0.6,0.010,200,92.50
0.6,0.010,200,95.00
0.6,0.010,200,92.50
0.6,0.010,200,92.50
0.6,0.010,200,100.00
0.6,0.010,200,77.50
0.6,0.010,300,95.00
0.6,0.010,300,100.00
0.6,0.010,300,92.50
0.6,0.010,300,92.50
0.6,0.010,300,97.50
0.6,0.010,300,97.50
0.6,0.010,300,90.00
0.6,0.010,300,97.50
0.6,0.010,300,97.50
0.6,0.010,300,90.00
0.6,0.005,20,77.50
0.6,0.005,20,62.50
0.6,0.005,20,62.50
0.6,0.005,20,57.50
0.6,0.005,20,52.50
0.6,0.005,20,50.00
0.6,0.005,20,55.00
0.6,0.005,20,57.50
0.6,0.005,20,57.50
0.6,0.005,20,62.50
0.6,0.005,50,77.50
0.6,0.005,50,75.00
0.6,0.005,50,80.00
0.6,0.005,50,55.00
0.6,0.005,50,50.00
0.6,0.005,50,77.50
0.6,0.005,50,75.00
0.6,0.005,50,70.00
0.6,0.005,50,77.50
0.6,0.005,50,90.00
0.6,0.005,80,55.00
0.6,0.005,80,67.50
0.6,0.005,80,72.50
0.6,0.005,80,67.50
0.6,0.005,80,100.00
0.6,0.005,80,62.50
0.6,0.005,80,62.50
0.6,0.005,80,82.50
0.6,0.005,80,90.00
0.6,0.005,80,62.50
0.6,0.005,100,90.00
0.6,0.005,100,77.50
0.6,0.005,100,90.00
0.6,0.005,100,100.00
0.6,0.005,100,55.00
0.6,0.005,100,72.50
0.6,0.005,100,82.50
0.6,0.005,100,65.00
0.6,0.005,100,55.00
0.6,0.005,100,82.50
0.6,0.005,120,95.00
0.6,0.005,120,62.50
0.6,0.005,120,55.00
0.6,0.005,120,97.50
0.6,0.005,120,80.00
0.6,0.005,120,95.00
0.6,0.005,120,72.50
0.6,0.005,120,92.50
0.6,0.005,120,67.50
0.6,0.005,120,85.00
0.6,0.005,150,97.50
0.6,0.005,150,70.00
0.6,0.005,150,95.00
0.6,0.005,150,90.00
0.6,0.005,150,100.00
0.6,0.005,150,87.50
0.6,0.005,150,77.50
0.6,0.005,150,65.00
0.6,0.005,150,90.00
0.6,0.005,150,92.50
0.6,0.005,200,90.00
0.6,0.005,200,97.50
0.6,0.005,200,75.00
0.6,0.005,200,80.00
0.6,0.005,200,95.00
0.6,0.005,200,87.50
0.6,0.005,200,67.50
0.6,0.005,200,97.50
0.6,0.005,200,97.50
0.6,0.005,200,90.00
0.6,0.005,300,95.00
0.6,0.005,300,95.00
0.6,0.005,300,90.00
0.6,0.005,300,92.50
0.6,0.005,300,95.00
0.6,0.005,300,92.50
0.6,0.005,300,95.00
0.6,0.005,300,100.00
0.6,0.005,300,92.50
0.6,0.005,300,95.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,20,50.00
0.5,0.500,50,74.00
0.5,0.500,50,80.00
0.5,0.500,50,54.00
0.5,0.500,50,72.00
0.5,0.500,50,54.00
0.5,0.500,50,72.00
0.5,0.500,50,54.00
0.5,0.500,50,80.00
0.5,0.500,50,80.00
0.5,0.500,50,74.00
0.5,0.500,80,98.00
0.5,0.500,80,100.00
0.5,0.500,80,98.00
0.5,0.500,80,98.00
0.5,0.500,80,100.00
0.5,0.500,80,100.00
0.5,0.500,80,100.00
0.5,0.500,80,100.00
0.5,0.500,80,98.00
0.5,0.500,80,100.00
0.5,0.500,100,100.00
0.5,0.500,100,98.00
0.5,0.500,100,100.00
0.5,0.500,100,96.00
0.5,0.500,100,96.00
0.5,0.500,100,100.00
0.5,0.500,100,96.00
0.5,0.500,100,96.00
0.5,0.500,100,96.00
0.5,0.500,100,96.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,120,98.00
0.5,0.500,120,98.00
0.5,0.500,120,100.00
0.5,0.500,120,100.00
0.5,0.500,150,98.00
0.5,0.500,150,98.00
0.5,0.500,150,98.00
0.5,0.500,150,98.00
0.5,0.500,150,76.00
0.5,0.500,150,76.00
0.5,0.500,150,76.00
0.5,0.500,150,98.00
0.5,0.500,150,76.00
0.5,0.500,150,98.00
0.5,0.500,200,98.00
0.5,0.500,200,92.00
0.5,0.500,200,94.00
0.5,0.500,200,90.00
0.5,0.500,200,78.00
0.5,0.500,200,92.00
0.5,0.500,200,92.00
0.5,0.500,200,90.00
0.5,0.500,200,76.00
0.5,0.500,200,94.00
0.5,0.500,300,94.00
0.5,0.500,300,90.00
0.5,0.500,300,94.00
0.5,0.500,300,96.00
0.5,0.500,300,96.00
0.5,0.500,300,98.00
0.5,0.500,300,98.00
0.5,0.500,300,94.00
0.5,0.500,300,90.00
0.5,0.500,300,94.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,20,50.00
0.5,0.200,50,80.00
0.5,0.200,50,76.00
0.5,0.200,50,68.00
0.5,0.200,50,54.00
0.5,0.200,50,82.00
0.5,0.200,50,54.00
0.5,0.200,50,82.00
0.5,0.200,50,68.00
0.5,0.200,50,74.00
0.5,0.200,50,82.00
0.5,0.200,80,98.00
0.5,0.200,80,100.00
0.5,0.200,80,100.00
0.5,0.200,80,100.00
0.5,0.200,80,100.00
0.5,0.200,80,98.00
0.5,0.200,80,100.00
0.5,0.200,80,100.00
0.5,0.200,80,98.00
0.5,0.200,80,100.00
0.5,0.200,100,96.00
0.5,0.200,100,96.00
0.5,0.200,100,96.00
0.5,0.200,100,100.00
0.5,0.200,100,96.00
0.5,0.200,100,100.00
0.5,0.200,100,98.00
0.5,0.200,100,96.00
0.5,0.200,100,96.00
0.5,0.200,100,96.00
0.5,0.200,120,98.00
0.5,0.200,120,98.00
0.5,0.200,120,100.00
0.5,0.200,120,98.00
0.5,0.200,120,100.00
0.5,0.200,120,100.00
0.5,0.200,120,100.00
0.5,0.200,120,100.00
0.5,0.200,120,100.00
0.5,0.200,120,100.00
0.5,0.200,150,78.00
0.5,0.200,150,98.00
0.5,0.200,150,92.00
0.5,0.200,150,76.00
0.5,0.200,150,98.00
0.5,0.200,150,78.00
0.5,0.200,150,84.00
0.5,0.200,150,66.00
0.5,0.200,150,98.00
0.5,0.200,150,66.00
0.5,0.200,200,94.00
0.5,0.200,200,94.00
0.5,0.200,200,98.00
0.5,0.200,200,92.00
0.5,0.200,200,92.00
0.5,0.200,200,92.00
0.5,0.200,200,82.00
0.5,0.200,200,76.00
0.5,0.200,200,96.00
0.5,0.200,200,90.00
0.5,0.200,300,98.00
0.5,0.200,300,98.00
0.5,0.200,300,94.00
0.5,0.200,300,98.00
0.5,0.200,300,96.00
0.5,0.200,300,94.00
0.5,0.200,300,98.00
0.5,0.200,300,96.00
0.5,0.200,300,98.00
0.5,0.200,300,92.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,20,50.00
0.5,0.100,50,74.00
0.5,0.100,50,74.00
0.5,0.100,50,54.00
0.5,0.100,50,68.00
0.5,0.100,50,68.00
0.5,0.100,50,80.00
0.5,0.100,50,72.00
0.5,0.100,50,80.00
0.5,0.100,50,54.00
0.5,0.100,50,54.00
0.5,0.100,80,100.00
0.5,0.100,80,98.00
0.5,0.100,80,98.00
0.5,0.100,80,100.00
0.5,0.100,80,100.00
0.5,0.100,80,98.00
0.5,0.100,80,100.00
0.5,0.100,80,100.00
0.5,0.100,80,100.00
0.5,0.100,80,100.00
0.5,0.100,100,100.00
0.5,0.100,100,96.00
0.5,0.100,100,100.00
0.5,0.100,100,96.00
0.5,0.100,100,100.00
0.5,0.100,100,100.00
0.5,0.100,100,100.00
0.5,0.100,100,96.00
0.5,0.100,100,96.00
0.5,0.100,100,100.00
0.5,0.100,120,100.00
0.5,0.100,120,98.00
0.5,0.100,120,100.00
0.5,0.100,120,100.00
0.5,0.100,120,100.00
0.5,0.100,120,100.00
0.5,0.100,120,100.00
0.5,0.100,120,100.00
0.5,0.100,120,96.00
0.5,0.100,120,100.00
0.5,0.100,150,98.00
0.5,0.100,150,64.00
0.5,0.100,150,98.00
0.5,0.100,150,76.00
0.5,0.100,150,100.00
0.5,0.100,150,98.00
0.5,0.100,150,98.00
0.5,0.100,150,98.00
0.5,0.100,150,98.00
0.5,0.100,150,76.00
0.5,0.100,200,82.00
0.5,0.100,200,76.00
0.5,0.100,200,90.00
0.5,0.100,200,92.00
0.5,0.100,200,76.00
0.5,0.100,200,92.00
0.5,0.100,200,92.00
0.5,0.100,200,90.00
0.5,0.100,200,92.00
0.5,0.100,200,90.00
0.5,0.100,300,94.00
0.5,0.100,300,84.00
0.5,0.100,300,92.00
0.5,0.100,300,94.00
0.5,0.100,300,92.00
0.5,0.100,300,92.00
0.5,0.100,300,94.00
0.5,0.100,300,98.00
0.5,0.100,300,94.00
0.5,0.100,300,98.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,20,50.00
0.5,0.080,50,72.00
0.5,0.080,50,74.00
0.5,0.080,50,68.00
0.5,0.080,50,54.00
0.5,0.080,50,82.00
0.5,0.080,50,68.00
0.5,0.080,50,74.00
0.5,0.080,50,80.00
0.5,0.080,50,68.00
0.5,0.080,50,68.00
0.5,0.080,80,100.00
0.5,0.080,80,100.00
0.5,0.080,80,98.00
0.5,0.080,80,100.00
0.5,0.080,80,100.00
0.5,0.080,80,98.00
0.5,0.080,80,100.00
0.5,0.080,80,100.00
0.5,0.080,80,98.00
0.5,0.080,80,98.00
0.5,0.080,100,98.00
0.5,0.080,100,98.00
0.5,0.080,100,100.00
0.5,0.080,100,96.00
0.5,0.080,100,100.00
0.5,0.080,100,100.00
0.5,0.080,100,98.00
0.5,0.080,100,98.00
0.5,0.080,100,98.00
0.5,0.080,100,100.00
0.5,0.080,120,98.00
0.5,0.080,120,98.00
0.5,0.080,120,98.00
0.5,0.080,120,100.00
0.5,0.080,120,98.00
0.5,0.080,120,96.00
0.5,0.080,120,100.00
0.5,0.080,120,100.00
0.5,0.080,120,100.00
0.5,0.080,120,98.00
0.5,0.080,150,82.00
0.5,0.080,150,98.00
0.5,0.080,150,100.00
0.5,0.080,150,98.00
0.5,0.080,150,98.00
0.5,0.080,150,74.00
0.5,0.080,150,98.00
0.5,0.080,150,92.00
0.5,0.080,150,76.00
0.5,0.080,150,80.00
0.5,0.080,200,90.00
0.5,0.080,200,96.00
0.5,0.080,200,98.00
0.5,0.080,200,76.00
0.5,0.080,200,92.00
0.5,0.080,200,82.00
0.5,0.080,200,90.00
0.5,0.080,200,62.00
0.5,0.080,200,96.00
0.5,0.080,200,94.00
0.5,0.080,300,92.00
0.5,0.080,300,92.00
0.5,0.080,300,98.00
0.5,0.080,300,92.00
0.5,0.080,300,86.00
0.5,0.080,300,96.00
0.5,0.080,300,90.00
0.5,0.080,300,92.00
0.5,0.080,300,98.00
0.5,0.080,300,96.00
0.5,0.050,20,50.00
0.5,0.050,20,50.00
0.5,0.050,20,50.00
0.5,0.050,20,50.00
0.5,0.050,20,50.00
0.5,0.050,20,56.00
0.5,0.050,20,50.00
0.5,0.050,20,50.00
0.5,0.050,20,52.00
0.5,0.050,20,52.00
0.5,0.050,50,82.00
0.5,0.050,50,96.00
0.5,0.050,50,68.00
0.5,0.050,50,54.00
0.5,0.050,50,54.00
0.5,0.050,50,74.00
0.5,0.050,50,54.00
0.5,0.050,50,80.00
0.5,0.050,50,58.00
0.5,0.050,50,72.00
0.5,0.050,80,100.00
0.5,0.050,80,98.00
0.5,0.050,80,94.00
0.5,0.050,80,100.00
0.5,0.050,80,100.00
0.5,0.050,80,98.00
0.5,0.050,80,98.00
0.5,0.050,80,100.00
0.5,0.050,80,100.00
0.5,0.050,80,98.00
0.5,0.050,100,100.00
0.5,0.050,100,96.00
0.5,0.050,100,98.00
0.5,0.050,100,100.00
0.5,0.050,100,98.00
0.5,0.050,100,100.00
0.5,0.050,100,96.00
0.5,0.050,100,100.00
0.5,0.050,100,100.00
0.5,0.050,100,98.00
0.5,0.050,120,98.00
0.5,0.050,120,72.00
0.5,0.050,120,98.00
0.5,0.050,120,58.00
0.5,0.050,120,98.00
0.5,0.050,120,98.00
0.5,0.050,120,98.00
0.5,0.050,120,100.00
0.5,0.050,120,100.00
0.5,0.050,120,96.00
0.5,0.050,150,74.00
0.5,0.050,150,98.00
0.5,0.050,150,82.00
0.5,0.050,150,100.00
0.5,0.050,150,62.00
0.5,0.050,150,92.00
0.5,0.050,150,88.00
0.5,0.050,150,100.00
0.5,0.050,150,98.00
0.5,0.050,150,98.00
0.5,0.050,200,82.00
0.5,0.050,200,76.00
0.5,0.050,200,100.00
0.5,0.050,200,96.00
0.5,0.050,200,94.00
0.5,0.050,200,98.00
0.5,0.050,200,92.00
0.5,0.050,200,66.00
0.5,0.050,200,84.00
0.5,0.050,200,92.00
0.5,0.050,300,94.00
0.5,0.050,300,94.00
0.5,0.050,300,72.00
0.5,0.050,300,98.00
0.5,0.050,300,92.00
0.5,0.050,300,100.00
0.5,0.050,300,90.00
0.5,0.050,300,94.00
0.5,0.050,300,94.00
0.5,0.050,300,98.00
0.5,0.020,20,50.00
0.5,0.020,20,54.00
0.5,0.020,20,54.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,20,50.00
0.5,0.020,50,76.00
0.5,0.020,50,70.00
0.5,0.020,50,54.00
0.5,0.020,50,92.00
0.5,0.020,50,92.00
0.5,0.020,50,74.00
0.5,0.020,50,54.00
0.5,0.020,50,70.00
0.5,0.020,50,52.00
0.5,0.020,50,80.00
0.5,0.020,80,94.00
0.5,0.020,80,54.00
0.5,0.020,80,94.00
0.5,0.020,80,62.00
0.5,0.020,80,96.00
0.5,0.020,80,96.00
0.5,0.020,80,96.00
0.5,0.020,80,96.00
0.5,0.020,80,100.00
