SplitRatio,LearningRate,Epochs,Accuracy
0.8,0.050,100,60.00
0.8,0.050,100,70.00
0.8,0.050,100,65.00
0.8,0.050,100,100.00
0.8,0.050,100,60.00
0.8,0.050,100,60.00
0.8,0.050,100,60.00
0.8,0.050,120,80.00
0.8,0.050,120,70.00
0.8,0.050,120,70.00
0.8,0.050,120,80.00
0.8,0.050,120,95.00
0.8,0.050,120,75.00
0.8,0.050,120,70.00
0.8,0.050,120,80.00
0.8,0.050,120,60.00
0.8,0.050,120,70.00
0.8,0.050,150,100.00
0.8,0.050,150,85.00
0.8,0.050,150,85.00
0.8,0.050,150,80.00
0.8,0.050,150,80.00
0.8,0.050,150,100.00
0.8,0.050,150,100.00
0.8,0.050,150,100.00
0.8,0.050,150,95.00
0.8,0.050,150,85.00
0.8,0.050,200,85.00
0.8,0.050,200,95.00
0.8,0.050,200,85.00
0.8,0.050,200,95.00
0.8,0.050,200,90.00
0.8,0.050,200,95.00
0.8,0.050,200,85.00
0.8,0.050,200,100.00
0.8,0.050,200,95.00
0.8,0.050,200,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,95.00
0.8,0.050,300,80.00
0.8,0.050,300,95.00
0.8,0.020,20,55.00
0.8,0.020,20,50.00
0.8,0.020,20,50.00
0.8,0.020,20,50.00
0.8,0.020,20,50.00
0.8,0.020,20,55.00
0.8,0.020,20,50.00
0.8,0.020,20,60.00
0.8,0.020,20,60.00
0.8,0.020,20,60.00
0.8,0.020,50,65.00
0.8,0.020,50,70.00
0.8,0.020,50,70.00
0.8,0.020,50,80.00
0.8,0.020,50,70.00
0.8,0.020,50,60.00
0.8,0.020,50,100.00
0.8,0.020,50,70.00
0.8,0.020,50,60.00
0.8,0.020,50,90.00
0.8,0.020,80,100.00
0.8,0.020,80,100.00
0.8,0.020,80,85.00
0.8,0.020,80,100.00
0.8,0.020,80,70.00
0.8,0.020,80,100.00
0.8,0.020,80,70.00
0.8,0.020,80,80.00
0.8,0.020,80,60.00
0.8,0.020,80,60.00
0.8,0.020,100,70.00
0.8,0.020,100,60.00
0.8,0.020,100,65.00
0.8,0.020,100,70.00
0.8,0.020,100,60.00
0.8,0.020,100,65.00
0.8,0.020,100,60.00
0.8,0.020,100,70.00
0.8,0.020,100,100.00
0.8,0.020,100,70.00
0.8,0.020,120,70.00
0.8,0.020,120,95.00
0.8,0.020,120,65.00
0.8,0.020,120,75.00
0.8,0.020,120,100.00
0.8,0.020,120,100.00
0.8,0.020,120,85.00
0.8,0.020,120,60.00
0.8,0.020,120,60.00
0.8,0.020,120,70.00
0.8,0.020,150,85.00
0.8,0.020,150,80.00
0.8,0.020,150,80.00
0.8,0.020,150,100.00
0.8,0.020,150,85.00
0.8,0.020,150,100.00
0.8,0.020,150,85.00
0.8,0.020,150,100.00
0.8,0.020,150,85.00
0.8,0.020,150,85.00
0.8,0.020,200,100.00
0.8,0.020,200,85.00
0.8,0.020,200,95.00
0.8,0.020,200,85.00
0.8,0.020,200,85.00
0.8,0.020,200,95.00
0.8,0.020,200,95.00
0.8,0.020,200,100.00
0.8,0.020,200,100.00
0.8,0.020,200,95.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,80.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,95.00
0.8,0.020,300,90.00
0.8,0.010,20,50.00
0.8,0.010,20,50.00
0.8,0.010,20,50.00
0.8,0.010,20,60.00
0.8,0.010,20,60.00
0.8,0.010,20,60.00
0.8,0.010,20,80.00
0.8,0.010,20,90.00
0.8,0.010,20,65.00
0.8,0.010,20,50.00
0.8,0.010,50,80.00
0.8,0.010,50,60.00
0.8,0.010,50,60.00
0.8,0.010,50,60.00
0.8,0.010,50,75.00
0.8,0.010,50,95.00
0.8,0.010,50,60.00
0.8,0.010,50,95.00
0.8,0.010,50,85.00
0.8,0.010,50,75.00
0.8,0.010,80,95.00
0.8,0.010,80,95.00
0.8,0.010,80,100.00
0.8,0.010,80,95.00
0.8,0.010,80,60.00
0.8,0.010,80,95.00
0.8,0.010,80,70.00
0.8,0.010,80,85.00
0.8,0.010,80,100.00
0.8,0.010,80,60.00
0.8,0.010,100,80.00
0.8,0.010,100,100.00
0.8,0.010,100,70.00
0.8,0.010,100,80.00
0.8,0.010,100,75.00
0.8,0.010,100,80.00
0.8,0.010,100,70.00
0.8,0.010,100,95.00
0.8,0.010,100,100.00
0.8,0.010,100,95.00
0.8,0.010,120,75.00
0.8,0.010,120,65.00
0.8,0.010,120,80.00
0.8,0.010,120,80.00
0.8,0.010,120,100.00
0.8,0.010,120,75.00
0.8,0.010,120,90.00
0.8,0.010,120,80.00
0.8,0.010,120,80.00
0.8,0.010,120,65.00
0.8,0.010,150,100.00
0.8,0.010,150,80.00
0.8,0.010,150,95.00
0.8,0.010,150,65.00
0.8,0.010,150,100.00
0.8,0.010,150,70.00
0.8,0.010,150,95.00
0.8,0.010,150,100.00
0.8,0.010,150,95.00
0.8,0.010,150,85.00
0.8,0.010,200,95.00
0.8,0.010,200,95.00
0.8,0.010,200,85.00
0.8,0.010,200,100.00
0.8,0.010,200,95.00
0.8,0.010,200,85.00
0.8,0.010,200,80.00
0.8,0.010,200,85.00
0.8,0.010,200,100.00
0.8,0.010,200,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,100.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.010,300,95.00
0.8,0.005,20,70.00
0.8,0.005,20,50.00
0.8,0.005,20,50.00
0.8,0.005,20,50.00
0.8,0.005,20,65.00
0.8,0.005,20,75.00
0.8,0.005,20,50.00
0.8,0.005,20,50.00
0.8,0.005,20,65.00
0.8,0.005,20,50.00
0.8,0.005,50,95.00
0.8,0.005,50,70.00
0.8,0.005,50,100.00
0.8,0.005,50,100.00
0.8,0.005,50,55.00
0.8,0.005,50,85.00
0.8,0.005,50,50.00
0.8,0.005,50,70.00
0.8,0.005,50,95.00
0.8,0.005,50,65.00
0.8,0.005,80,85.00
0.8,0.005,80,80.00
0.8,0.005,80,95.00
0.8,0.005,80,50.00
0.8,0.005,80,60.00
0.8,0.005,80,65.00
0.8,0.005,80,65.00
0.8,0.005,80,75.00
0.8,0.005,80,75.00
0.8,0.005,80,80.00
0.8,0.005,100,95.00
0.8,0.005,100,70.00
0.8,0.005,100,95.00
0.8,0.005,100,70.00
0.8,0.005,100,90.00
0.8,0.005,100,60.00
0.8,0.005,100,85.00
0.8,0.005,100,80.00
0.8,0.005,100,85.00
0.8,0.005,100,65.00
0.8,0.005,120,70.00
0.8,0.005,120,60.00
0.8,0.005,120,85.00
0.8,0.005,120,80.00
0.8,0.005,120,90.00
0.8,0.005,120,95.00
0.8,0.005,120,70.00
0.8,0.005,120,85.00
0.8,0.005,120,85.00
0.8,0.005,120,85.00
0.8,0.005,150,80.00
0.8,0.005,150,90.00
0.8,0.005,150,90.00
0.8,0.005,150,90.00
0.8,0.005,150,95.00
0.8,0.005,150,95.00
0.8,0.005,150,100.00
0.8,0.005,150,100.00
0.8,0.005,150,80.00
0.8,0.005,150,90.00
0.8,0.005,200,95.00
0.8,0.005,200,95.00
0.8,0.005,200,95.00
0.8,0.005,200,95.00
0.8,0.005,200,95.00
0.8,0.005,200,90.00
0.8,0.005,200,100.00
0.8,0.005,200,95.00
0.8,0.005,200,100.00
0.8,0.005,200,95.00
0.8,0.005,300,95.00
0.8,0.005,300,75.00
0.8,0.005,300,100.00
0.8,0.005,300,80.00
0.8,0.005,300,95.00
0.8,0.005,300,90.00
0.8,0.005,300,95.00
0.8,0.005,300,90.00
0.8,0.005,300,95.00
0.8,0.005,300,95.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,20,50.00
0.7,0.500,50,73.33
0.7,0.500,50,73.33
0.7,0.500,50,83.33
0.7,0.500,50,83.33
0.7,0.500,50,76.67
0.7,0.500,50,73.33
0.7,0.500,50,76.67
0.7,0.500,50,73.33
0.7,0.500,50,73.33
0.7,0.500,50,73.33
0.7,0.500,80,66.67
0.7,0.500,80,83.33
0.7,0.500,80,56.67
0.7,0.500,80,60.00
0.7,0.500,80,96.67
0.7,0.500,80,66.67
0.7,0.500,80,60.00
0.7,0.500,80,60.00
0.7,0.500,80,56.67
0.7,0.500,80,73.33
0.7,0.500,100,63.33
0.7,0.500,100,83.33
0.7,0.500,100,63.33
0.7,0.500,100,63.33
0.7,0.500,100,56.67
0.7,0.500,100,63.33
0.7,0.500,100,70.00
0.7,0.500,100,63.33
0.7,0.500,100,56.67
0.7,0.500,100,70.00
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,120,80.00
0.7,0.500,120,76.67
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,120,73.33
0.7,0.500,150,86.67
0.7,0.500,150,86.67
0.7,0.500,150,80.00
0.7,0.500,150,80.00
0.7,0.500,150,86.67
0.7,0.500,150,80.00
0.7,0.500,150,86.67
0.7,0.500,150,100.00
0.7,0.500,150,83.33
0.7,0.500,150,86.67
0.7,0.500,200,86.67
0.7,0.500,200,96.67
0.7,0.500,200,96.67
0.7,0.500,200,90.00
0.7,0.500,200,86.67
0.7,0.500,200,96.67
0.7,0.500,200,100.00
0.7,0.500,200,90.00
0.7,0.500,200,93.33
0.7,0.500,200,96.67
0.7,0.500,300,93.33
0.7,0.500,300,96.67
0.7,0.500,300,93.33
0.7,0.500,300,93.33
0.7,0.500,300,80.00
0.7,0.500,300,80.00
0.7,0.500,300,96.67
0.7,0.500,300,80.00
0.7,0.500,300,93.33
0.7,0.500,300,96.67
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,20,50.00
0.7,0.200,50,56.67
0.7,0.200,50,83.33
0.7,0.200,50,83.33
0.7,0.200,50,83.33
0.7,0.200,50,73.33
0.7,0.200,50,83.33
0.7,0.200,50,56.67
0.7,0.200,50,56.67
0.7,0.200,50,73.33
0.7,0.200,50,76.67
0.7,0.200,80,73.33
0.7,0.200,80,86.67
0.7,0.200,80,56.67
0.7,0.200,80,73.33
0.7,0.200,80,56.67
0.7,0.200,80,90.00
0.7,0.200,80,60.00
0.7,0.200,80,80.00
0.7,0.200,80,56.67
0.7,0.200,80,96.67
0.7,0.200,100,63.33
0.7,0.200,100,63.33
0.7,0.200,100,56.67
0.7,0.200,100,56.67
0.7,0.200,100,80.00
0.7,0.200,100,70.00
0.7,0.200,100,56.67
0.7,0.200,100,73.33
0.7,0.200,100,73.33
0.7,0.200,100,70.00
0.7,0.200,120,73.33
0.7,0.200,120,73.33
0.7,0.200,120,76.67
0.7,0.200,120,73.33
0.7,0.200,120,73.33
0.7,0.200,120,93.33
0.7,0.200,120,73.33
0.7,0.200,120,86.67
0.7,0.200,120,73.33
0.7,0.200,120,73.33
0.7,0.200,150,100.00
0.7,0.200,150,86.67
0.7,0.200,150,80.00
0.7,0.200,150,66.67
0.7,0.200,150,86.67
0.7,0.200,150,86.67
0.7,0.200,150,70.00
0.7,0.200,150,86.67
0.7,0.200,150,86.67
0.7,0.200,150,83.33
0.7,0.200,200,93.33
0.7,0.200,200,93.33
0.7,0.200,200,93.33
0.7,0.200,200,96.67
0.7,0.200,200,100.00
0.7,0.200,200,83.33
0.7,0.200,200,93.33
0.7,0.200,200,100.00
0.7,0.200,200,93.33
0.7,0.200,200,80.00
0.7,0.200,300,93.33
0.7,0.200,300,93.33
0.7,0.200,300,96.67
0.7,0.200,300,93.33
0.7,0.200,300,96.67
0.7,0.200,300,96.67
0.7,0.200,300,93.33
0.7,0.200,300,80.00
0.7,0.200,300,93.33
0.7,0.200,300,93.33
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,20,50.00
0.7,0.100,50,76.67
0.7,0.100,50,73.33
0.7,0.100,50,73.33
0.7,0.100,50,73.33
0.7,0.100,50,83.33
0.7,0.100,50,76.67
0.7,0.100,50,83.33
0.7,0.100,50,73.33
0.7,0.100,50,73.33
0.7,0.100,50,73.33
0.7,0.100,80,86.67
0.7,0.100,80,56.67
0.7,0.100,80,100.00
0.7,0.100,80,56.67
0.7,0.100,80,56.67
0.7,0.100,80,90.00
0.7,0.100,80,90.00
0.7,0.100,80,56.67
0.7,0.100,80,73.33
0.7,0.100,80,80.00
0.7,0.100,100,86.67
0.7,0.100,100,63.33
0.7,0.100,100,86.67
0.7,0.100,100,63.33
0.7,0.100,100,73.33
0.7,0.100,100,63.33
0.7,0.100,100,63.33
0.7,0.100,100,63.33
0.7,0.100,100,70.00
0.7,0.100,100,80.00
0.7,0.100,120,73.33
0.7,0.100,120,66.67
0.7,0.100,120,73.33
0.7,0.100,120,93.33
0.7,0.100,120,93.33
0.7,0.100,120,60.00
0.7,0.100,120,73.33
0.7,0.100,120,76.67
0.7,0.100,120,73.33
0.7,0.100,120,73.33
0.7,0.100,150,86.67
0.7,0.100,150,93.33
0.7,0.100,150,93.33
0.7,0.100,150,86.67
0.7,0.100,150,93.33
0.7,0.100,150,86.67
0.7,0.100,150,63.33
0.7,0.100,150,86.67
0.7,0.100,150,63.33
0.7,0.100,150,93.33
0.7,0.100,200,100.00
0.7,0.100,200,100.00
0.7,0.100,200,100.00
0.7,0.100,200,86.67
0.7,0.100,200,90.00
0.7,0.100,200,100.00
0.7,0.100,200,86.67
0.7,0.100,200,93.33
0.7,0.100,200,80.00
0.7,0.100,200,93.33
0.7,0.100,300,96.67
0.7,0.100,300,96.67
0.7,0.100,300,80.00
0.7,0.100,300,96.67
0.7,0.100,300,96.67
0.7,0.100,300,93.33
0.7,0.100,300,93.33
0.7,0.100,300,93.33
0.7,0.100,300,96.67
0.7,0.100,300,93.33
0.7,0.080,20,50.00
0.7,0.080,20,53.33
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,20,50.00
0.7,0.080,50,73.33
0.7,0.080,50,76.67
0.7,0.080,50,70.00
0.7,0.080,50,73.33
0.7,0.080,50,83.33
0.7,0.080,50,73.33
0.7,0.080,50,56.67
0.7,0.080,50,83.33
0.7,0.080,50,73.33
0.7,0.080,50,83.33
0.7,0.080,80,56.67
0.7,0.080,80,96.67
0.7,0.080,80,60.00
0.7,0.080,80,56.67
0.7,0.080,80,56.67
0.7,0.080,80,100.00
0.7,0.080,80,80.00
0.7,0.080,80,63.33
0.7,0.080,80,96.67
0.7,0.080,80,93.33
0.7,0.080,100,80.00
0.7,0.080,100,80.00
0.7,0.080,100,80.00
0.7,0.080,100,80.00
0.7,0.080,100,70.00
0.7,0.080,100,63.33
0.7,0.080,100,80.00
0.7,0.080,100,73.33
0.7,0.080,100,76.67
0.7,0.080,100,70.00
0.7,0.080,120,73.33
0.7,0.080,120,73.33
0.7,0.080,120,80.00
0.7,0.080,120,56.67
0.7,0.080,120,73.33
0.7,0.080,120,80.00
0.7,0.080,120,70.00
0.7,0.080,120,73.33
0.7,0.080,120,73.33
0.7,0.080,120,73.33
0.7,0.080,150,93.33
0.7,0.080,150,83.33
0.7,0.080,150,70.00
0.7,0.080,150,93.33
0.7,0.080,150,86.67
0.7,0.080,150,86.67
0.7,0.080,150,70.00
0.7,0.080,150,93.33
0.7,0.080,150,93.33
0.7,0.080,150,83.33
0.7,0.080,200,100.00
0.7,0.080,200,93.33
0.7,0.080,200,100.00
0.7,0.080,200,100.00
0.7,0.080,200,80.00
0.7,0.080,200,93.33
0.7,0.080,200,93.33
0.7,0.080,200,93.33
0.7,0.080,200,100.00
0.7,0.080,200,83.33
0.7,0.080,300,96.67
0.7,0.080,300,96.67
0.7,0.080,300,96.67
0.7,0.080,300,90.00
0.7,0.080,300,96.67
0.7,0.080,300,96.67
0.7,0.080,300,96.67
0.7,0.080,300,90.00
0.7,0.080,300,96.67
0.7,0.080,300,96.67
0.7,0.050,20,50.00
0.7,0.050,20,53.33
0.7,0.050,20,50.00
0.7,0.050,20,50.00
0.7,0.050,20,50.00
0.7,0.050,20,50.00
0.7,0.050,20,50.00
0.7,0.050,20,50.00
0.7,0.050,20,56.67
0.7,0.050,20,50.00
0.7,0.050,50,56.67
0.7,0.050,50,56.67
0.7,0.050,50,73.33
0.7,0.050,50,73.33
0.7,0.050,50,83.33
0.7,0.050,50,73.33
0.7,0.050,50,83.33
0.7,0.050,50,73.33
0.7,0.050,50,60.00
0.7,0.050,50,80.00
0.7,0.050,80,60.00
0.7,0.050,80,56.67
0.7,0.050,80,63.33
0.7,0.050,80,56.67
0.7,0.050,80,60.00
0.7,0.050,80,83.33
0.7,0.050,80,60.00
0.7,0.050,80,56.67
0.7,0.050,80,60.00
0.7,0.050,80,76.67
0.7,0.050,100,80.00
0.7,0.050,100,93.33
0.7,0.050,100,70.00
0.7,0.050,100,60.00
0.7,0.050,100,70.00
0.7,0.050,100,73.33
0.7,0.050,100,63.33
0.7,0.050,100,70.00
0.7,0.050,100,63.33
0.7,0.050,100,70.00
0.7,0.050,120,73.33
0.7,0.050,120,93.33
0.7,0.050,120,73.33
0.7,0.050,120,93.33
0.7,0.050,120,76.67
0.7,0.050,120,63.33
0.7,0.050,120,93.33
0.7,0.050,120,76.67
0.7,0.050,120,73.33
0.7,0.050,120,73.33
0.7,0.050,150,100.00
0.7,0.050,150,100.00
0.7,0.050,150,80.00
0.7,0.050,150,86.67
0.7,0.050,150,100.00
0.7,0.050,150,93.33
0.7,0.050,150,93.33
0.7,0.050,150,93.33
0.7,0.050,150,86.67
0.7,0.050,150,86.67
0.7,0.050,200,93.33
0.7,0.050,200,100.00
0.7,0.050,200,100.00
0.7,0.050,200,86.67
0.7,0.050,200,93.33
0.7,0.050,200,96.67
0.7,0.050,200,100.00
0.7,0.050,200,83.33
0.7,0.050,200,90.00
0.7,0.050,200,73.33
0.7,0.050,300,93.33
0.7,0.050,300,96.67
0.7,0.050,300,80.00
0.7,0.050,300,96.67
0.7,0.050,300,96.67
0.7,0.050,300,93.33
0.7,0.050,300,93.33
0.7,0.050,300,96.67
0.7,0.050,300,80.00
0.7,0.050,300,96.67
0.7,0.020,20,56.67
0.7,0.020,20,50.00
0.7,0.020,20,50.00
0.7,0.020,20,50.00
0.7,0.020,20,56.67
0.7,0.020,20,50.00
0.7,0.020,20,56.67
0.7,0.020,20,50.00
0.7,0.020,20,50.00
0.7,0.020,20,50.00
0.7,0.020,50,50.00
0.7,0.020,50,56.67
0.7,0.020,50,76.67
0.7,0.020,50,56.67
0.7,0.020,50,80.00
0.7,0.020,50,66.67
0.7,0.020,50,76.67
0.7,0.020,50,76.67
0.7,0.020,50,80.00
0.7,0.020,50,80.00
0.7,0.020,80,96.67
0.7,0.020,80,90.00
0.7,0.020,80,100.00
0.7,0.020,80,60.00
0.7,0.020,80,63.33
0.7,0.020,80,73.33
0.7,0.020,80,56.67
0.7,0.020,80,86.67
0.7,0.020,80,56.67
0.7,0.020,80,66.67
0.7,0.020,100,66.67
0.7,0.020,100,73.33
0.7,0.020,100,83.33
0.7,0.020,100,73.33
0.7,0.020,100,63.33
0.7,0.020,100,86.67
0.7,0.020,100,63.33
0.7,0.020,100,70.00
0.7,0.020,100,63.33
0.7,0.020,100,56.67
0.7,0.020,120,73.33
0.7,0.020,120,73.33
0.7,0.020,120,73.33
0.7,0.020,120,70.00
0.7,0.020,120,76.67
0.7,0.020,120,80.00
0.7,0.020,120,80.00
0.7,0.020,120,86.67
0.7,0.020,120,83.33
0.7,0.020,120,73.33
0.7,0.020,150,83.33
0.7,0.020,150,90.00
0.7,0.020,150,100.00
0.7,0.020,150,83.33
0.7,0.020,150,80.00
0.7,0.020,150,86.67
0.7,0.020,150,80.00
0.7,0.020,150,96.67
0.7,0.020,150,93.33
0.7,0.020,150,100.00
0.7,0.020,200,96.67
0.7,0.020,200,86.67
0.7,0.020,200,100.00
0.7,0.020,200,86.67
0.7,0.020,200,86.67
0.7,0.020,200,96.67
0.7,0.020,200,100.00
0.7,0.020,200,73.33
0.7,0.020,200,96.67
0.7,0.020,200,80.00
0.7,0.020,300,93.33
0.7,0.020,300,93.33
0.7,0.020,300,93.33
0.7,0.020,300,96.67
0.7,0.020,300,96.67
0.7,0.020,300,100.00
0.7,0.020,300,86.67
0.7,0.020,300,96.67
0.7,0.020,300,90.00
0.7,0.020,300,96.67
0.7,0.010,20,50.00
0.7,0.010,20,70.00
0.7,0.010,20,60.00
0.7,0.010,20,56.67
0.7,0.010,20,50.00
0.7,0.010,20,76.67
0.7,0.010,20,56.67
0.7,0.010,20,70.00
0.7,0.010,20,63.33
0.7,0.010,20,53.33
0.7,0.010,50,60.00
0.7,0.010,50,80.00
0.7,0.010,50,63.33
0.7,0.010,50,86.67
0.7,0.010,50,76.67
0.7,0.010,50,80.00
0.7,0.010,50,56.67
0.7,0.010,50,63.33
0.7,0.010,50,63.33
0.7,0.010,50,56.67
0.7,0.010,80,56.67
0.7,0.010,80,56.67
0.7,0.010,80,90.00
0.7,0.010,80,66.67
0.7,0.010,80,100.00
0.7,0.010,80,56.67
0.7,0.010,80,66.67
0.7,0.010,80,63.33
0.7,0.010,80,96.67
0.7,0.010,80,56.67
0.7,0.010,100,73.33
0.7,0.010,100,90.00
0.7,0.010,100,76.67
0.7,0.010,100,100.00
0.7,0.010,100,90.00
0.7,0.010,100,60.00
0.7,0.010,100,70.00
0.7,0.010,100,56.67
0.7,0.010,100,56.67
0.7,0.010,100,60.00
0.7,0.010,120,80.00
0.7,0.010,120,73.33
0.7,0.010,120,90.00
0.7,0.010,120,63.33
0.7,0.010,120,80.00
0.7,0.010,120,73.33
0.7,0.010,120,93.33
0.7,0.010,120,73.33
0.7,0.010,120,73.33
0.7,0.010,120,100.00
0.7,0.010,150,93.33
0.7,0.010,150,86.67
0.7,0.010,150,86.67
0.7,0.010,150,86.67
0.7,0.010,150,96.67
0.7,0.010,150,83.33
0.7,0.010,150,60.00
0.7,0.010,150,80.00
0.7,0.010,150,80.00
0.7,0.010,150,86.67
0.7,0.010,200,73.33
0.7,0.010,200,86.67
0.7,0.010,200,100.00
0.7,0.010,200,96.67
0.7,0.010,200,73.33
0.7,0.010,200,90.00
0.7,0.010,200,86.67
0.7,0.010,200,96.67
0.7,0.010,200,86.67
0.7,0.010,200,96.67
0.7,0.010,300,93.33
0.7,0.010,300,96.67
0.7,0.010,300,93.33
0.7,0.010,300,96.67
0.7,0.010,300,96.67
0.7,0.010,300,93.33
0.7,0.010,300,93.33
0.7,0.010,300,80.00
0.7,0.010,300,93.33
0.7,0.010,300,96.67
0.7,0.005,20,53.33
0.7,0.005,20,70.00
0.7,0.005,20,46.67
0.7,0.005,20,50.00
0.7,0.005,20,50.00
0.7,0.005,20,90.00
0.7,0.005,20,50.00
0.7,0.005,20,50.00
0.7,0.005,20,50.00
0.7,0.005,20,73.33
0.7,0.005,50,86.67
0.7,0.005,50,50.00
0.7,0.005,50,53.33
0.7,0.005,50,53.33
0.7,0.005,50,50.00
0.7,0.005,50,76.67
0.7,0.005,50,80.00
0.7,0.005,50,60.00
0.7,0.005,50,56.67
0.7,0.005,50,60.00
0.7,0.005,80,83.33
0.7,0.005,80,56.67
0.7,0.005,80,53.33
0.7,0.005,80,80.00
0.7,0.005,80,80.00
0.7,0.005,80,90.00
0.7,0.005,80,76.67
0.7,0.005,80,93.33
0.7,0.005,80,53.33
0.7,0.005,80,100.00
0.7,0.005,100,93.33
0.7,0.005,100,60.00
0.7,0.005,100,90.00
0.7,0.005,100,73.33
0.7,0.005,100,56.67
0.7,0.005,100,76.67
0.7,0.005,100,80.00
0.7,0.005,100,100.00
0.7,0.005,100,66.67
0.7,0.005,100,73.33
0.7,0.005,120,100.00
0.7,0.005,120,70.00
0.7,0.005,120,93.33
0.7,0.005,120,83.33
0.7,0.005,120,83.33
0.7,0.005,120,83.33
0.7,0.005,120,76.67
0.7,0.005,120,80.00
0.7,0.005,120,100.00
0.7,0.005,120,76.67
0.7,0.005,150,93.33
0.7,0.005,150,86.67
0.7,0.005,150,86.67
0.7,0.005,150,76.67
0.7,0.005,150,93.33
0.7,0.005,150,96.67
0.7,0.005,150,96.67
0.7,0.005,150,60.00
0.7,0.005,150,86.67
0.7,0.005,150,100.00
0.7,0.005,200,93.33
0.7,0.005,200,100.00
0.7,0.005,200,96.67
0.7,0.005,200,90.00
0.7,0.005,200,73.33
0.7,0.005,200,100.00
0.7,0.005,200,93.33
0.7,0.005,200,86.67
0.7,0.005,200,83.33
0.7,0.005,200,96.67
0.7,0.005,300,93.33
0.7,0.005,300,93.33
0.7,0.005,300,96.67
0.7,0.005,300,96.67
0.7,0.005,300,86.67
0.7,0.005,300,96.67
0.7,0.005,300,100.00
0.7,0.005,300,96.67
0.7,0.005,300,96.67
0.7,0.005,300,90.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,20,50.00
0.6,0.500,50,80.00
0.6,0.500,50,75.00
0.6,0.500,50,67.50
0.6,0.500,50,80.00
0.6,0.500,50,75.00
0.6,0.500,50,67.50
0.6,0.500,50,67.50
0.6,0.500,50,72.50
0.6,0.500,50,72.50
0.6,0.500,50,55.00
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,100.00
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,97.50
0.6,0.500,80,100.00
0.6,0.500,100,100.00
0.6,0.500,100,100.00
0.6,0.500,100,95.00
0.6,0.500,100,100.00
0.6,0.500,100,100.00
0.6,0.500,100,97.50
0.6,0.500,100,100.00
0.6,0.500,100,100.00
0.6,0.500,100,95.00
0.6,0.500,100,100.00
0.6,0.500,120,100.00
0.6,0.500,120,100.00
0.6,0.500,120,100.00
0.6,0.500,120,97.50
0.6,0.500,120,100.00
0.6,0.500,120,97.50
0.6,0.500,120,100.00
0.6,0.500,120,100.00
0.6,0.500,120,100.00
0.6,0.500,120,100.00
0.6,0.500,150,77.50
0.6,0.500,150,92.50
0.6,0.500,150,60.00
0.6,0.500,150,87.50
0.6,0.500,150,97.50
0.6,0.500,150,97.50
0.6,0.500,150,97.50
0.6,0.500,150,97.50
0.6,0.500,150,67.50
0.6,0.500,150,75.00
0.6,0.500,200,92.50
0.6,0.500,200,92.50
0.6,0.500,200,67.50
0.6,0.500,200,92.50
0.6,0.500,200,92.50
0.6,0.500,200,100.00
0.6,0.500,200,92.50
0.6,0.500,200,92.50
0.6,0.500,200,75.00
0.6,0.500,200,92.50
0.6,0.500,300,97.50
